index,input,name,qty,range_end,unit,comment
331,3 pints cherry tomatoes,cherry tomatoes,3.0,0.0,pint,
332,Salt and freshly ground black pepper,Salt and black pepper,0.0,0.0,,freshly ground
333,1/2 cup dry red wine,dry red wine,0.5,0.0,cup,
334,3 tablespoons concentrated duck or veal stock (glace de viande),stock,3.0,0.0,tablespoon,concentrated duck or veal (glace de viande)
335,3 tablespoons reserved marinade (see note),marinade,3.0,0.0,tablespoon,reserved (see note)
336,1 tablespoon finely minced fresh ginger,ginger,1.0,0.0,tablespoon,finely minced fresh
337,"2 shallots, finely minced",shallots,2.0,0.0,,finely minced
338,2 tablespoons fat from cooking duck breasts,fat,2.0,0.0,tablespoon,2 tablespoons from cooking duck breasts
339,1 tablespoon fresh lemon juice,lemon juice,1.0,0.0,tablespoon,fresh
340,3 tablespoons light soy sauce,soy sauce,3.0,0.0,tablespoon,light
341,2 tablespoons honey,honey,2.0,0.0,tablespoon,
342,1 tablespoon Chinese five-spice powder,Chinese five-spice powder,1.0,0.0,tablespoon,
343,3 moulard duck breasts (magret de canard),duck breasts,3.0,0.0,,moulard (magret de canard)
344,"4 tablespoons chives, cut into 1-inch-long pieces",chives,4.0,0.0,tablespoon,cut into 1-inch-long pieces
345,4 tablespoons shaved parmesan cheese,Parmesan cheese,4.0,0.0,tablespoon,shaved
346,3/4 cup grated parmesan cheese,Parmesan cheese,0.75,0.0,cup,grated
347,Salt and freshly ground black pepper,Salt and black pepper,0.0,0.0,,freshly ground
348,"1 pound parmesan cheese, chopped",Parmesan cheese,1.0,0.0,pound,chopped
349,8 cups chicken broth,chicken broth,8.0,0.0,cup,
350,1 cup diced Spanish onion,onion,1.0,0.0,cup,diced Spanish
351,2 tablespoons butter,butter,2.0,0.0,tablespoon,
352,2 teaspoons salt,salt,2.0,0.0,teaspoon,
353,5 cups peeled and diced eggplant,eggplant,5.0,0.0,cup,peeled and diced
354,"Orange zest, for garnish (optional)",Orange,0.0,0.0,,"zested, for garnish (optional)"
355,,gingersnap cookies,0.0,0.0,,"finely crumbled, for rimming the glass"
356,"Orange zest, for garnish (optional)",Orange,0.0,0.0,,"zested, for garnish (optional)"
357,"Agave syrup (or honey) and finely crumbled gingersnap cookies, for rimming the glass",Agave syrup,0.0,0.0,,or honey
358,Dash of lemon juice,lemon juice,1.0,0.0,dash,
359,2 1/2 ounces apple cider,apple cider,2.5,0.0,ounce,
360,1 ounce vanilla vodka,vanilla vodka,1.0,0.0,ounce,
361,2 ounces Domaine de Canton ginger and cognac liqueur,Domaine de Canton ginger,2.0,0.0,ounce,
362,Salt and freshly ground pepper,Salt and pepper,0.0,0.0,,freshly ground
363,1 tablespoon chopped fresh oregano or 1 teaspoon dried,oregano,1.0,0.0,tablespoon,chopped fresh or 1 teaspoon dried
364,1 tablespoon chopped fresh basil or 1 teaspoon dried,basil,1.0,0.0,tablespoon,chopped fresh or 1 teaspoon dried
365,1 6-ounce can tomato paste,tomato paste,6.0,0.0,ounce,1 6-ounce can
366,28 ounces no-salt-added whole tomatoes,tomatoes,28.0,0.0,ounce,no-salt-added whole
367,"1 pound mushrooms, chopped",mushrooms,1.0,0.0,pound,chopped
368,1/2 cup chopped carrots,carrots,0.5,0.0,cup,chopped
369,"2 large cloves of garlic, minced",garlic,2.0,0.0,clove,"large, minced"
370,3/4 pound chopped onion,onion,0.75,0.0,pound,chopped
371,1 tablespoon olive oil,olive oil,1.0,0.0,tablespoon,
372,1 pound extra-lean ground beef,beef,1.0,0.0,pound,extra-lean ground
373,Olive oil for grilling,Olive oil,0.0,0.0,,for grilling
374,"6 swordfish steaks, 1-inch-thick",swordfish,6.0,0.0,,"steaks, 1-inch-thick"
375,"8 anchovy fillets, dried on paper towels",anchovy,8.0,0.0,,"fillets, dried on paper towels"
376,1/3 cup chopped cornichons,cornichons,0.33,0.0,cup,chopped
377,1 cup diced red onion,onion,1.0,0.0,cup,diced red
378,2 tablespoons capers,capers,2.0,0.0,tablespoon,
379,1 tablespoon Dijon mustard,Dijon mustard,1.0,0.0,tablespoon,
380,Grated rind from 2 lemons,lemons,2.0,0.0,,Grated rind from
381,Juice of 1 lemon,lemon,1.0,0.0,,Juice of
382,3/4 cup extra virgin olive oil,olive oil,0.75,0.0,cup,extra virgin
383,1 1/2 large bunches flat-leaf parsley,parsley,1.5,0.0,bunch,large flat-leaf
384,Sea salt and freshly ground black pepper,Sea salt and black pepper,0.0,0.0,,freshly ground
385,30 or more basil leaves,basil leaves,30.0,0.0,,or more
386,6 cups chicken or vegetable stock,stock,6.0,0.0,cup,chicken or vegetable
387,"8 ounces stale Italian or sourdough bread, torn into 1-inch pieces",stale bread,8.0,0.0,ounce,"Italian or sourdough, torn into 1-inch pieces"
388,1 2-pound-3-ounce can best-quality Italian tomatoes,tomatoes,35.0,0.0,ounce,1 2-pound-3-ounce can best-quality Italian
389,"4 large cloves garlic, crushed",garlic,4.0,0.0,clove,"large, crushed"
390,"4 tablespoons extra virgin olive oil, plus additional oil for topping (optional)",olive oil,4.0,0.0,tablespoon,"extra virgin, plus additional oil for topping (optional)"
391,1 tablespoon olive oil,olive oil,1.0,0.0,tablespoon,
392,2 tablespoons fresh coriander leaves plus 4 coriander sprigs,fresh coriander leaves,2.0,0.0,tablespoon,plus 4 coriander sprigs
393,"2 jalapeno or serrano chilies, seeded and minced","jalapeno or serrano chilies, seeded and minced",2.0,0.0,,
394,"1 small red onion, finely diced","small red onion, finely diced",1.0,0.0,,
395,4 tablespoons lime juice,lime juice,4.0,0.0,tablespoon,
396,"3 small ripe avocados, skinned and pitted",avocados,3.0,0.0,,"small ripe, skinned and pitted"
397,Salt and freshly ground black pepper,Salt and black pepper,0.0,0.0,,freshly ground
398,1/2 cup coarsely grated Parmigiano-Reggiano,"Parmigiano-Reggiano, coarsely grated",0.5,0.0,cup,
399,4 tablespoons unsalted butter,unsalted butter,4.0,0.0,tablespoon,
400,1 1/2 cups instant polenta,"polenta, instant",1.5,0.0,cup,
401,1 tablespoon sesame paste (tahini),sesame paste,1.0,0.0,tablespoon,(tahini)
402,"2 garlic cloves, peeled and crushed",garlic,2.0,0.0,clove,peeled and crushed
403,1 1/2 teaspoons ground cumin,ground cumin,1.5,0.0,teaspoon,
404,Salt and freshly ground black pepper,salt and freshly ground black pepper,0.0,0.0,,
405,Juice of 1 large lemon,juice of 1 lemon,0.0,0.0,,
406,1 cup extra-virgin olive oil,extra-virgin olive oil,1.0,0.0,cup,
407,"2 1 1/2-pound eggplants, peeled and diced",eggplants (1 1/2-pound each),2.0,0.0,,peeled and diced
408,"1 tablespoon, plus 1 teaspoon, confectioners' sugar",confectioners' sugar,4.0,0.0,teaspoon,
409,2 medium egg yolks,egg,2.0,0.0,,medium yolks
410,6 tablespoons whole milk,milk,6.0,0.0,tablespoon,whole
411,"4 1/2 ounces bittersweet chocolate, chopped",chocolate,4.5,0.0,ounce,"bittersweet, chopped"
412,"Half a vanilla bean, split lengthwise, seeds scraped",vanilla bean,0.5,0.0,,"split lengthwise, seeds scraped"
413,3/4 cup heavy cream,heavy cream,0.75,0.0,cup,
414,"1 small bunch of watercress, to garnish (optional)",watercress,1.0,0.0,bunch,to garnish (optional)
415,"Salt, as needed",Salt,0.0,0.0,,as needed
416,Juice of 1 lemon,lemon,1.0,0.0,,Juice of
417,1 2/3 cups white wine,white wine,1.67,0.0,cup,
418,Freshly ground black pepper,black pepper,0.0,0.0,,Freshly ground
419,"6 tablespoons butter, softened",butter,6.0,0.0,tablespoon,softened
420,1 bunch rosemary,rosemary,1.0,0.0,bunch,
421,"20 anchovy fillets in oil, drained",anchovy,20.0,0.0,fillet,"in oil, drained"
422,"4 large garlic cloves, peeled and sliced lengthwise into thirds",garlic,4.0,0.0,clove,peeled and sliced lengthwise into thirds
423,1 4-pound bone-in leg of lamb,leg of lamb,4.0,0.0,pound,1 4-pound bone-in
424,Splash of Champagne (optional),Splash of Champagne,0.0,0.0,,(optional)
425,6 tablespoons chopped mint plus 6 sprigs mint for serving,mint,6.0,0.0,tablespoon,chopped plus 6 sprigs mint for serving
426,6 cups freshly squeezed tangerine juice,tangerine juice,6.0,0.0,cup,freshly squeezed
427,"4 dried figs, quartered",figs,4.0,0.0,,"dried, quartered"
428,"8 dried Turkish apricots, cut in half",Turkish apricots,8.0,0.0,,"dried, cut in half"
429,1 firm tart apple,apple,1.0,0.0,,firm tart
430,3 firm Bosc pears,Bosc pears,3.0,0.0,,firm
431,"2 2-inch long pieces lemon zest (peeled with a vegetable peeler), preferably Meyer lemons",lemon zest,2.0,0.0,piece,"2 2-inch long pieces (peeled with a vegetable peeler), preferably Meyer"
432,3 star anise,star anise,3.0,0.0,,
433,"1 plump vanilla bean, split in half lengthwise",vanilla bean,1.0,0.0,,"plump, split in half lengthwise"
434,1 1/4 cup sugar,sugar,1.25,0.0,cup,
435,1/4 cup coarsely chopped toasted almonds,almonds,0.25,0.0,cup,coarsely chopped toasted
436,1/4 teaspoon almond extract,almond extract,0.25,0.0,teaspoon,
437,1 cup milk,milk,1.0,0.0,cup,
438,1/4 cup mascarpone cheese,mascarpone cheese,0.25,0.0,cup,
439,1 tablespoon peeled and minced ginger,ginger,1.0,0.0,tablespoon,peeled and minced
440,"1/2 cup minced cilantro leaves, plus more for garnish",cilantro leaves,0.5,0.0,cup,"minced, plus more for garnish"
441,"1 fresh or dried hot red chile, minced, or 1/4 teaspoon cayenne, or to taste",red chilies,1.0,0.0,,"fresh or dried hot, minced, or 1/4 teaspon cayenne, or to taste"
442,Freshly ground black pepper to taste,black pepper,0.0,0.0,,Freshly ground to taste
443,2 tablespoons peanut or other oil,oil,2.0,0.0,tablespoon,peanut or other
444,Lime wedges,Lime wedges,0.0,0.0,,
445,3/4 cup plus 2 tablespoons sugar,sugar,0.75,0.0,cup,plus 2 tablespoons
446,1/4 teaspoon salt,salt,0.25,0.0,teaspoon,
447,6 tablespoons butter,butter,6.0,0.0,tablespoon,
448,8 eggs,eggs,8.0,0.0,,
449,12 to 15 slices brioche or challah bread (all should be about 1/2-inch thick and about 3 inches round; cut accordingly),brioche or challah bread,12.0,15.0,slice,(all should be about 1/2-inch thick and about 3 inches round; cut accordingly)
450,Salt to taste,Salt,0.0,0.0,,to taste
451,"1 1/2 pounds fillet of cod or other mild, delicate white fish",cod,1.5,0.0,pound,"fillet of or other mild, delicate white fish"
452,1 baking potato weighing about 1/2 pound,potato,1.0,0.0,,baking weighing about 1/2 pound
453,Plain yogurt for serving,yogurt,0.0,0.0,,Plain for serving
454,3/4 cup diced mango for serving,mango,0.75,0.0,cup,diced for serving
455,3/4 cup diced pineapple or sliced strawberries for serving,pineapple,0.75,0.0,cup,diced or sliced strawberries for serving
456,2 tablespoons pomegranate seeds,pomegranate seeds,2.0,0.0,tablespoon,
457,2 star fruits,fruits,2.0,0.0,,star
458,"2 bananas, peeled and sliced",bananas,2.0,0.0,,peeled and sliced
459,2 cups pure pomegranate juice (see note),pomegranate juice,2.0,0.0,cup,pure (see note)
460,9 sheets (3/4 ounce) leaf gelatin (see note),leaf gelatin,9.0,0.0,sheet,3/4 ounce see note
461,1 3/4 ounces (about 1 1/4 cups) dried hibiscus flowers (see note),hibiscus flowers,1.75,0.0,ounce,(about 1 1/4 cups) dried (see note)
462,1 1/4 cups sugar,sugar,1.25,0.0,cup,
463,2 cups bottled water,water,2.0,0.0,cup,bottled
464,1 teaspoon vanilla extract,vanilla extract,1.0,0.0,teaspoon,
465,3 tablespoons confectioners' sugar,confectioners' sugar,3.0,0.0,tablespoon,
466,1 cup heavy cream,heavy cream,1.0,0.0,cup,
467,2 tablespoons Grand Marnier,Grand Marnier,2.0,0.0,tablespoon,
468,1 1/2 cups blueberries,blueberries,1.5,0.0,cup,
469,Creme chantilly,Creme chantilly,0.0,0.0,,
470,4 tablespoons melted butter for brushing,butter,4.0,0.0,tablespoon,melted for brushing
471,2 teaspoons vanilla extract,vanilla extract,2.0,0.0,teaspoon,
472,"4 tablespoons sweet butter, melted",butter,4.0,0.0,tablespoon,"sweet, melted"
473,1/2 cup cold water,water,0.5,0.0,cup,cold
474,Pinch of salt,salt,1.0,0.0,pinch,
475,2 cups low-fat milk,milk,2.0,0.0,cup,low-fat
476,1/4 cup sugar,sugar,0.25,0.0,cup,
477,4 eggs,eggs,4.0,0.0,,
478,2 cups fresh raspberries or strawberries,raspberries,2.0,0.0,cup,fresh or strawberries
479,2 tablespoons Cognac,Cognac,2.0,0.0,tablespoon,
480,28 to 32 store-bought ladyfingers,ladyfingers,28.0,32.0,,store-bought
481,"1/2 cup chopped marron glace (French candied chestnuts), see note",marron glace,0.5,0.0,cup,"chopped (French candied chestnuts), see note"
482,Creme chantilly,Creme chantilly,0.0,0.0,,
483,1/4 cup warm water,water,0.25,0.0,cup,warm
484,2 1/4-ounce packages unflavored gelatin,unflavored gelatin,0.5,0.0,ounce,2 packages
485,"1 cup creme de marron (French chestnut puree), see note",creme de marron,1.0,0.0,cup,"(French chestnut puree), see note"
486,Pinch of salt,salt,1.0,0.0,pinch,
487,"1 vanilla bean, split in half",vanilla bean,1.0,0.0,,split in half
488,10 egg yolks,egg,10.0,0.0,,yolks
489,1 1/4 cup sugar,sugar,1.25,0.0,cup,
490,3 cups milk,milk,3.0,0.0,cup,
491,"12 to 16 ladyfingers, store-bought",ladyfingers,12.0,16.0,,store-bought
492,1 can (16 ounces) pears in syrup,pears,16.0,0.0,ounce,1 can in syrup
493,2 tablespoons dark rum,rum,2.0,0.0,tablespoon,dark
494,Powdered sugar,powdered sugar,0.0,0.0,,
495,2 tablespoons water,water,2.0,0.0,tablespoon,
496,1/2 teaspoon vanilla extract,vanilla extract,0.5,0.0,teaspoon,
497,1/4 cup sugar,sugar,0.25,0.0,cup,
498,Pinch of salt,salt,1.0,0.0,pinch,
499,"1 1/4-ounce package, plus 1 teaspoon, unflavored gelatin",unflavored gelatin,2.5,0.0,teaspoon,"1 package, plus 1 teaspoon"
500,Pinch of salt,salt,1.0,0.0,pinch,
501,"1 vanilla bean, split in half",vanilla bean,1.0,0.0,,split in half
502,1 1/2 cup milk,milk,1.5,0.0,cup,
503,3/4 cup sugar,sugar,0.75,0.0,cup,
504,5 egg yolks,egg,5.0,0.0,,yolks
505,Coarse salt and freshly ground pepper to taste,salt and pepper,0.0,0.0,,Coarse freshly ground to taste
506,"1 to 2 cups chicken stock, preferably homemade",chicken stock,1.0,2.0,cup,preferably homemade
507,2 tablespoons unsalted butter,unsalted butter,2.0,0.0,tablespoon,
508,"1 pound chestnuts, peeled",chestnuts,1.0,0.0,pound,peeled
509,2 pounds brussels sprouts,brussels sprouts,2.0,0.0,pound,
510,"1 lemon, halved",lemon,1.0,0.0,,halved
511,1 8- to 10-pound goose,goose,8.0,10.0,pound,1 8- to 10-pound
512,Coarse salt and freshly ground pepper to taste,salt and pepper,0.0,0.0,,Coarse freshly ground to taste
513,1 cup white bread crumbs,white bread crumbs,1.0,0.0,cup,
514,"1 pound cooking apples, peeled, cored and chopped",cooking apples,1.0,0.0,pound,"peeled, cored and chopped"
515,Dash sage,sage,1.0,0.0,dash,
516,1/4 teaspoon thyme,thyme,0.25,0.0,teaspoon,
517,"4 tablespoons parsley, chopped",parsley,4.0,0.0,tablespoon,chopped
518,"6 stalks celery, chopped",celery,6.0,0.0,stalk,chopped
519,"2 cloves garlic, minced",garlic,2.0,0.0,clove,minced
520,"1 medium onion, chopped",onion,1.0,0.0,,"medium, chopped"
521,2 tablespoons unsalted butter,unsalted butter,2.0,0.0,tablespoon,
522,1 cup port or madeira,port,1.0,0.0,cup,or madeira
523,"1 pound prunes, pitted",prunes,1.0,0.0,pound,pitted
524,Lemon juice to taste,Lemon juice,0.0,0.0,,to taste
525,Coarse salt to taste,salt,0.0,0.0,,Coarse to taste
526,1/2 teaspoon powdered ginger,ginger,0.5,0.0,teaspoon,powdered
527,Cayenne pepper to taste,Cayenne pepper,0.0,0.0,,to taste
528,Dash freshly grated nutmeg,nutmeg,1.0,0.0,dash,freshly grated
529,1 teaspoon ground mace,mace,1.0,0.0,teaspoon,ground
530,"1 clove garlic, crushed",garlic,1.0,0.0,clove,crushed
531,"1 pound small shrimp, shelled",shrimp,1.0,0.0,pound,"small, shelled"
532,1/2 pound unsalted butter,unsalted butter,0.5,0.0,pound,
533,"1 medium-size red onion, about 1/2 pound, cut into thin rings",onion,1.0,0.0,,"medium-size red, about 1/2 pound, cut into thin rings"
534,"2 medium-size tomatoes, about 3/4 pound, cored and cut into small wedges",tomatoes,2.0,0.0,,"medium-size, about 3/4 pound, cored and cut into small wedges"
535,"1 whole cucumber, about 1/2 pound, peeled and cut into thin rounds",cucumber,1.0,0.0,,"whole, about 1/2 pound, peeled and cut into thin rounds"
536,"1 cup coarsely chopped, trimmed scallions, green part and all",scallions,1.0,0.0,cup,"coarsely chopped, trimmed, green part and all"
537,"8 cups reasonably packed romaine lettuce leaves broken into fairly large, bite-size pieces",lettuce leaves,8.0,0.0,cup,"reasonably packed romaine broken into fairly large, bite-size pieces"
538,1/2 teaspoon dried hot red-pepper flakes,red-pepper flakes,0.5,0.0,teaspoon,dried hot
539,8 sprigs fresh coriander with stems and leaves,coriander,8.0,0.0,sprig,fresh with stems and leaves
540,1 tablespoon finely minced garlic,garlic,1.0,0.0,tablespoon,finely minced
541,1/2 cup fish sauce,fish sauce,0.5,0.0,cup,
542,1 cup freshly squeezed lime juice,lime juice,1.0,0.0,cup,freshly squeezed
543,"2 tablespoons corn, peanut or vegetable oil",oil,2.0,0.0,tablespoon,"corn, peanut or vegetable"
544,"1/2 pound lean, tender beef, preferably fillet of beef",beef,0.5,0.0,pound,"lean, tender, preferably fillet"
545,"2 pounds pears (or apples), peeled, cored and sliced",pears,2.0,0.0,pound,"(or apples), peeled, cored and sliced"
546,"1 tablespoon vinegar (sherry, Champagne or white wine vinegar)",vinegar,1.0,0.0,tablespoon,"(sherry, Champagne or white wine vinegar)"
547,"2 cups not-too-dry white wine, like gewürztraminer or riesling",not-too-dry dry white wine,2.0,0.0,cup,like gewürztraminer or riesling
548,1/2 pound dried pears or apples,dried pears or apples,0.5,0.0,pound,
549,A few thyme sprigs,thyme,0.0,0.0,,A few sprigs
550,4 bay leaves,bay leaves,4.0,0.0,,
551,"2 large onions, roughly chopped",large onions,2.0,0.0,,roughly chopped
552,"1/2 cup diced bacon or pancetta, optional",diced bacon or pancetta,0.5,0.0,cup,optional
553,Salt and freshly ground pepper,salt and freshly ground pepper,0.0,0.0,,
554,"1 goose, cut into serving pieces, excess fat removed",goose,1.0,0.0,,"cut into serving pieces, excess fat removed"
555,8 tablespoons unsalted butter,unsalted butter,8.0,0.0,tablespoon,
556,1/8 teaspoon vanilla extract,vanilla extract,0.13,0.0,teaspoon,
557,1/2 cup milk,milk,0.5,0.0,cup,
558,1/2 cup all-purpose flour,all-purpose flour,0.5,0.0,cup,
559,3 large eggs,eggs,3.0,0.0,,large
560,1/2 teaspoon ground cinnamon,cinnamon,0.5,0.0,teaspoon,ground
561,Scant 1/2 cup sugar plus 1 1/2 tablespoons sugar,sugar,9.5,0.0,cup,Scant
562,1 large Granny Smith apple,Granny Smith apple,1.0,0.0,,large
563,1 teaspoon garam masala (optional),garam masala,1.0,0.0,teaspoon,optional
564,2 pinches cayenne,cayenne,2.0,0.0,pinch,
565,2 tablespoons lemon juice,lemon juice,2.0,0.0,tablespoon,
566,2 teaspoons salt,salt,2.0,0.0,teaspoon,
567,"2 onions, halved and thinly sliced crosswise",onions,2.0,0.0,,halved and thinly sliced crosswise
568,2 teaspoons sesame seeds,sesame seeds,2.0,0.0,teaspoon,
569,1 tablespoon cumin or caraway seeds,seeds,1.0,0.0,tablespoon,cumin or caraway
570,6 tablespoons vegetable oil,vegetable oil,6.0,0.0,tablespoon,
571,1 large head green cabbage,cabbage,1.0,0.0,head,green
572,"2 cloves garlic, crushed",garlic,2.0,0.0,clove,crushed
573,1/4 cup olive oil,olive oil,0.25,0.0,cup,
574,"4 pounds chard, red or green",chard,4.0,0.0,pound,red or green
575,Salt and pepper,Salt and pepper,0.0,0.0,,
576,"2 teaspoons black or mixed peppercorns, bruised; more for garnish",peppercorns,2.0,0.0,teaspoon,"black or mixed, bruised; more for garnish"
577,1 tablespoon sugar,sugar,1.0,0.0,tablespoon,
578,1/2 teaspoon red pepper flakes,red pepper flakes,0.5,0.0,teaspoon,
579,4 thyme sprigs,thyme,4.0,0.0,sprig,
580,2 bay leaves,bay leaves,2.0,0.0,,
581,1 1/2 cups white wine vinegar,white wine vinegar,1.5,0.0,cup,
582,"2 large red onions, peeled and sliced into thick rings, rings separated",onions,2.0,0.0,,"large red, peeled and sliced into thick rings, rings separated"
583,Salt and pepper,Salt and pepper,0.0,0.0,,
584,"2 teaspoons fresh thyme leaves, plus more for garnish",thyme leaves,2.0,0.0,teaspoon,"fresh, plus more for garnish"
585,"2 shallots, diced",shallots,2.0,0.0,,diced
586,3 tablespoons butter,butter,3.0,0.0,tablespoon,
587,40 radishes (green tops optional),radishes,40.0,0.0,,green tops optional
588,"4 medium-size garlic cloves, minced",garlic,4.0,0.0,clove,minced
589,"1/4 cup minced fresh ginger (about 6 inches ginger root, peeled)",ginger,0.25,0.0,cup,"minced fresh(about 6 inches ginger root, peeled)"
590,4 tablespoons vegetable oil,vegetable oil,4.0,0.0,tablespoon,
